,id,quotes,authors
2127,2128,"I examined the poets, and I look on them as people whose talent overawes both themselves and others, people who present themselves as wise men and are taken as such, when they are nothing of the sort.From poets, I moved to artists. No one was more ignorant about the arts than I; no one was more convinced that artists possessed really beautiful secrets. However, I noticed that their condition was no better than that of the poets and that both of them have the same misconceptions. Because the most skillful among them excel in their specialty, they look upon themselves as the wisest of men. In my eyes, this presumption completely tarnished their knowledge. As a result, putting myself in the place of the oracle and asking myself what I would prefer to be — what I was or what they were, to know what they have learned or to know that I know nothing — I replied to myself and to the god: I wish to remain who I am.We do not know — neither the sophists, nor the orators, nor the artists, nor I— what the True, the Good, and the Beautiful are. But there is this difference between us: although these people know nothing, they all believe they know something; whereas, I, if I know nothing, at least have no doubts about it. As a result, all this superiority in wisdom which the oracle has attributed to me reduces itself to the single point that I am strongly convinced that I am ignorant of what I do not know.",socrates
2036,2037,"For as soon as the distribution of labour comes into being, each man has a particular, exclusive sphere of activity, which is forced upon him and from which he cannot escape. He is a hunter, a fisherman, a herdsman, or a critical critic, and must remain so if he does not want to lose his means of livelihood; while in communist society, where nobody has one exclusive sphere of activity but each can become accomplished in any branch he wishes, society regulates the general production and thus makes it possible for me to do one thing today and another tomorrow, to hunt in the morning, fish in the afternoon, rear cattle in the evening, criticise after dinner, just as I have a mind, without ever becoming hunter, fisherman, herdsman or critic.",karl marx
2207,2208,Know thyself.,socrates
1572,1573,Lead from the back — and let others believe they are in front.,nelson mandela
2765,2766,Death is the solution to all problems. No man - no problem.,stalin
2673,2674,This creature softened my heart of stone. She died and with her died my last warm feelings for humanity.,stalin
2295,2296,No man has the right to be an amateur in the matter of physical training. It is a shame for a man to grow old without seeing the beauty and strength of which his body is capable.,socrates
2760,2761,A single death is a tragedy; a million deaths is a statistic.,stalin
1166,1167,"To write well, express yourself like the common people, but think like a wise man.",aristotle
2815,2816,We don't let them have ideas. Why would we let them have guns?,stalin
1610,1611,"A leader. . .is like a shepherd. He stays behind the flock, letting the most nimble go out ahead, whereupon the others follow, not realizing that all along they are being directed from behind.",nelson mandela
140,141,The fire that warms us can also consume us; it is not the fault of the fire.,swami vivekanand
1015,1016,The high-minded man must care more for the truth than for what people think.,aristotle
2330,2331,Death may be the greatest of all human blessings.,socrates
1331,1332,"Die ersten Schritte sind wertlos, wenn der Weg nicht zu Ende gegangen wird.",adi shankaracharya
2623,2624,"To conquer a nation, first disarm its citizens.",adolf hitler
2894,2895,"music's a good thing, it calm the beast in the man. ",stalin
408,409,"Besides love and sympathy, animals exhibit other qualities connected with the social instincts which in us would be called moral.",charles darwin
2344,2345,Anyone can deal with victory. Only the mighty can bear defeat.,adolf hitler
2520,2521,"If you win, you need not have to explain...If you lose, you should not be there to explain!",adolf hitler
